artist,n_reviews,artist_norm,is_various,is_suspicious_token
biz markie,1,biz markie,False,False
bj the chicago kid,1,bj the chicago kid,False,False
bjarki,1,bjarki,False,False
bjrk,13,bjrk,False,False
bjrn torske,3,bjrn torske,False,False
black anvil,1,black anvil,False,False
black bananas,2,black bananas,False,False
black box recorder,4,black box recorder,False,False
black breath,1,black breath,False,False
black cat music,1,black cat music,False,False
black cat orchestra,1,black cat orchestra,False,False
black cilice,1,black cilice,False,False
black devil disco club,4,black devil disco club,False,False
black dice,10,black dice,False,False
black dog,1,black dog,False,False
black eagle child,1,black eagle child,False,False
black eyes,2,black eyes,False,False
black flag,1,black flag,False,False
black forest,2,black forest,False,False
black francis,4,black francis,False,False
black host,1,black host,False,False
black kids,2,black kids,False,False
black lips,5,black lips,False,False
black lipstick,2,black lipstick,False,False
black math horseman,1,black math horseman,False,False
black meteoric star,1,black meteoric star,False,False
black milk,7,black milk,False,False
black mold,1,black mold,False,False
black moth super rainbow,5,black moth super rainbow,False,False
black mountain,6,black mountain,False,False
black prairie,1,black prairie,False,False
black pus,1,black pus,False,False
black rain,1,black rain,False,False
black rebel motorcycle club,6,black rebel motorcycle club,False,False
black sabbath,2,black sabbath,False,False
black sea,2,black sea,False,False
black sifichi,1,black sifichi,False,False
black spade,1,black spade,False,False
black strobe,1,black strobe,False,False
black sunday,1,black sunday,False,False
black tambourine,1,black tambourine,False,False
black to comm,2,black to comm,False,False
black tusk,2,black tusk,False,False
black twig pickers,2,black twig pickers,False,False
black-eyed snakes,2,black-eyed snakes,False,False
blackalicious,4,blackalicious,False,False
blackout beach,4,blackout beach,False,False
blackstrap,1,blackstrap,False,False
blake babies,1,blake babies,False,False
blake miller,1,blake miller,False,False
blakroc,1,blakroc,False,False
blanche,1,blanche,False,False
blanche blanche blanche,2,blanche blanche blanche,False,False
blanck mass,3,blanck mass,False,False
blank dogs,3,blank dogs,False,False
blank realm,2,blank realm,False,False
blanket music,2,blanket music,False,False
blaqstarr,1,blaqstarr,False,False
blawan,1,blawan,False,False
bleached,2,bleached,False,False
blectum from blechdom,1,blectum from blechdom,False,False
bleeding rainbow,2,bleeding rainbow,False,False
blessed initiative,1,blessed initiative,False,False
blevin blectum,1,blevin blectum,False,False
blight,1,blight,False,False
blind man's colour,2,blind man's colour,False,False
blink-182,1,blink-182,False,False
blitzen trapper,7,blitzen trapper,False,False
blk jks,1,blk jks,False,False
bloc party,9,bloc party,False,False
blockhead,2,blockhead,False,False
blonde redhead,7,blonde redhead,False,False
blondes,4,blondes,False,False
blondie,2,blondie,False,False
blood ceremony,1,blood ceremony,False,False
blood meridian,2,blood meridian,False,False
blood on the wall,2,blood on the wall,False,False
blood orange,3,blood orange,False,False
blood red shoes,1,blood red shoes,False,False
bloodiest,1,bloodiest,False,False
bloodkin,1,bloodkin,False,False
bloodyminded,1,bloodyminded,False,False
blossom toes,1,blossom toes,False,False
blouse,2,blouse,False,False
blowout,1,blowout,False,False
blu,6,blu,False,False
blue,1,blue,False,False
blue black,1,blue black,False,False
blue cheer,1,blue cheer,False,False
blue daisy,1,blue daisy,False,False
blue giant,1,blue giant,False,False
blue hawaii,1,blue hawaii,False,False
blue roses,2,blue roses,False,False
blue scholars,1,blue scholars,False,False
blue sky black death,1,blue sky black death,False,False
blue states,1,blue states,False,False
blue water white death,1,blue water white death,False,False
bluegrazer,1,bluegrazer,False,False
blueline medic,1,blueline medic,False,False
blueprint,2,blueprint,False,False
blues control,3,blues control,False,False
blues explosion,1,blues explosion,False,False
blues goblins,1,blues goblins,False,False
blumm,1,blumm,False,False
blur,7,blur,False,False
blut aus nord,4,blut aus nord,False,False
bnjmn,1,bnjmn,False,False
bo anders persson,1,bo anders persson,False,False
bo ningen,1,bo ningen,False,False
bo wiget,1,bo wiget,False,False
boards of canada,8,boards of canada,False,False
boardwalk,1,boardwalk,False,False
boas,1,boas,False,False
boat,4,boat,False,False
bob,1,bob,False,False
bob desper,1,bob desper,False,False
bob drake,4,bob drake,False,False
bob dylan,16,bob dylan,False,False
bob kimbell,1,bob kimbell,False,False
bob marley,3,bob marley,False,False
bob mould,7,bob mould,False,False
bob weir,1,bob weir,False,False
bob wills,2,bob wills,False,False
bobb trimble,1,bobb trimble,False,False
bobbie gentry,1,bobbie gentry,False,False
bobby,2,bobby,False,False
bobby bare,1,bobby bare,False,False
bobby bare jr.,1,bobby bare jr.,False,False
bobby birdman,2,bobby birdman,False,False
bobby charles,1,bobby charles,False,False
bobby conn,4,bobby conn,False,False
bobby creekwater,1,bobby creekwater,False,False
bobby kapp,1,bobby kapp,False,False
bobby krlic,1,bobby krlic,False,False
bobby womack,2,bobby womack,False,False
bodies of water,3,bodies of water,False,False
boduf songs,5,boduf songs,False,False
body,2,body,False,False
bodyguard,1,bodyguard,False,False
bogdan raczynski,3,bogdan raczynski,False,False
bohren,3,bohren,False,False
bola,2,bola,False,False
boldy james,3,boldy james,False,False
bomb,1,bomb,False,False
bomb the bass,1,bomb the bass,False,False
bomba estreo,1,bomba estreo,False,False
bombay bicycle club,3,bombay bicycle club,False,False
bombino,1,bombino,False,False
bon iver,5,bon iver,False,False
bonde do rol,3,bonde do rol,False,False
bone sickness,1,bone sickness,False,False
"bonnie ""prince"" billy",1,"bonnie ""prince"" billy",False,False
bonnie prince billy,22,bonnie prince billy,False,False
bonny billy,2,bonny billy,False,False
bonobo,2,bonobo,False,False
boody,1,boody,False,False
boof,1,boof,False,False
boogarins,1,boogarins,False,False
boogie,2,boogie,False,False
booka shade,5,booka shade,False,False
books on tape,1,books on tape,False,False
boom bip,5,boom bip,False,False
boom box 2000,1,boom box 2000,False,False
boosie badazz,4,boosie badazz,False,False
boots,2,boots,False,False
borden,1,borden,False,False
bored nothing,1,bored nothing,False,False
boredoms,8,boredoms,False,False
boris,12,boris,False,False
born gold,1,born gold,False,False
born heller,1,born heller,False,False
born ruffians,4,born ruffians,False,False
bosco,2,bosco,False,False
boscoe,1,boscoe,False,False
bosque brown,1,bosque brown,False,False
bosse-de-nage,1,bosse-de-nage,False,False
boston spaceships,5,boston spaceships,False,False
botany,1,botany,False,False
botch,3,botch,False,False
bottin,1,bottin,False,False
bottle rockets,1,bottle rockets,False,False
bottom of the hudson,3,bottom of the hudson,False,False
bottomless pit,2,bottomless pit,False,False
bound stems,3,bound stems,False,False
bowerbirds,3,bowerbirds,False,False
bows,1,bows,False,False
box elders,1,box elders,False,False
boxcutter,1,boxcutter,False,False
boxhead ensemble,1,boxhead ensemble,False,False
boxstep,1,boxstep,False,False
boy kill boy,1,boy kill boy,False,False
boyd rice,1,boyd rice,False,False
boylion,1,boylion,False,False
boyracer,3,boyracer,False,False
br. danielson,1,br. danielson,False,False
bracken,1,bracken,False,False
brad fiedel,1,brad fiedel,False,False
brad laner,3,brad laner,False,False
brad mehldau,1,brad mehldau,False,False
braid,3,braid,False,False
braids,3,braids,False,False
brakes,4,brakes,False,False
brand new,2,brand new,False,False
brand nubian,1,brand nubian,False,False
brando,2,brando,False,False
brandon flowers,1,brandon flowers,False,False
brandon wiard,1,brandon wiard,False,False
brandt brauer frick,1,brandt brauer frick,False,False
brass,1,brass,False,False
brass unbound,1,brass unbound,False,False
brassy,1,brassy,False,False
bratmobile,1,bratmobile,False,False
brave irene,1,brave irene,False,False
bravehearts,1,bravehearts,False,False
brazilian girls,3,brazilian girls,False,False
brazos,1,brazos,False,False
breakfast in fur,1,breakfast in fur,False,False
breathe owl breathe,1,breathe owl breathe,False,False
breather resist,1,breather resist,False,False
brendan benson,6,brendan benson,False,False
brendan canning,2,brendan canning,False,False
brendan walls,1,brendan walls,False,False
brent hinds,1,brent hinds,False,False
brethren of the free spirit,1,brethren of the free spirit,False,False
breton,1,breton,False,False
brett anderson,3,brett anderson,False,False
brian allen,1,brian allen,False,False
brian chippendale,1,brian chippendale,False,False
brian eno,18,brian eno,False,False
brian mcbride,2,brian mcbride,False,False
brian posehn,1,brian posehn,False,False
brian reitzell,1,brian reitzell,False,False
brian wilson,3,brian wilson,False,False
briana marela,1,briana marela,False,False
bride of no no,1,bride of no no,False,False
bright,1,bright,False,False
bright eyes,14,bright eyes,False,False
brightblack morning light,2,brightblack morning light,False,False
brigid mae power,1,brigid mae power,False,False
brigitte fontaine,2,brigitte fontaine,False,False
brilliant colors,2,brilliant colors,False,False
british sea power,8,british sea power,False,False
britt daniel,1,britt daniel,False,False
britta,2,britta,False,False
britta phillips,2,britta phillips,False,False
broadcast,6,broadcast,False,False
brock van wey,1,brock van wey,False,False
brodinski,1,brodinski,False,False
brokeback,4,brokeback,False,False
broken bells,3,broken bells,False,False
broken family band,1,broken family band,False,False
broken records,2,broken records,False,False
broken social scene,6,broken social scene,False,False
broken social scene presents: brendan canning,1,broken social scene presents: brendan canning,False,False
broken spindles,3,broken spindles,False,False
broken water,1,broken water,False,False
brood ma,1,brood ma,False,False
brooklyn rider,2,brooklyn rider,False,False
brookzill!,1,brookzill!,False,False
brother ali,5,brother ali,False,False
brother jt,1,brother jt,False,False
brother reade,1,brother reade,False,False
brothers,1,brothers,False,False
brothomstates,1,brothomstates,False,False
brown,1,brown,False,False
brown recluse,1,brown recluse,False,False
bruce brubaker,1,bruce brubaker,False,False
bruce haack,2,bruce haack,False,False
bruce springsteen,11,bruce springsteen,False,False
bruces,2,bruces,False,False
bruno mars,1,bruno mars,False,False
bruno pronsato,1,bruno pronsato,False,False
brute,1,brute,False,False
bryan ferry,4,bryan ferry,False,False
bryan scary,1,bryan scary,False,False
bryce dessner,4,bryce dessner,False,False
bryce hackford,1,bryce hackford,False,False
bubba kadane,3,bubba kadane,False,False
bubba sparxxx,1,bubba sparxxx,False,False
buck 65,5,buck 65,False,False
buckshot,3,buckshot,False,False
buddy holly,1,buddy holly,False,False
buffalo daughter,2,buffalo daughter,False,False
buffalo tom,1,buffalo tom,False,False
build an ark,1,build an ark,False,False
built to spill,7,built to spill,False,False
buke,3,buke,False,False
bullfrog,1,bullfrog,False,False
bullion,2,bullion,False,False
bully,1,bully,False,False
bully fae,1,bully fae,False,False
bumblebeez 81,1,bumblebeez 81,False,False
bumps,1,bumps,False,False
bun b,3,bun b,False,False
bunky,1,bunky,False,False
bunnybrains,1,bunnybrains,False,False
buraka som sistema,2,buraka som sistema,False,False
burial,7,burial,False,False
burning airlines,2,burning airlines,False,False
burning star core,3,burning star core,False,False
burning witch,1,burning witch,False,False
burnside project,1,burnside project,False,False
burnt friedman,1,burnt friedman,False,False
burt bacharach,1,burt bacharach,False,False
burzum,1,burzum,False,False
busdriver,5,busdriver,False,False
busta rhymes,3,busta rhymes,False,False
bustle,1,bustle,False,False
butthole surfers,3,butthole surfers,False,False
"buzz ""king buzzo"" osborne",1,"buzz ""king buzzo"" osborne",False,False
buzzcocks,6,buzzcocks,False,False
bvdub,1,bvdub,False,False
by the end of tonight,2,by the end of tonight,False,False
byard lancaster,1,byard lancaster,False,False
c-rayz walz,2,c-rayz walz,False,False
c. spencer yeh,1,c. spencer yeh,False,False
c.c.c.c.,1,c.c.c.c.,False,False
cabaret voltaire,1,cabaret voltaire,False,False
cadence weapon,4,cadence weapon,False,False
caesars,2,caesars,False,False
caesura,1,caesura,False,False
caetano veloso,5,caetano veloso,False,False
caf tacuba,1,caf tacuba,False,False
cage,2,cage,False,False
caithlin de marrais,1,caithlin de marrais,False,False
caitlin cary,1,caitlin cary,False,False
caitlin rose,1,caitlin rose,False,False
cajun dance party,1,cajun dance party,False,False
cake,7,cake,False,False
cakes da killa,1,cakes da killa,False,False
cal,4,cal,False,False
calamalka,1,calamalka,False,False
cale parks,3,cale parks,False,False
calexico,11,calexico,False,False
califone,11,califone,False,False
california x,2,california x,False,False
call,3,call,False,False
call me lightning,1,call me lightning,False,False
call of the void,1,call of the void,False,False
call super,1,call super,False,False
calla,4,calla,False,False
callers,2,callers,False,False
calvin harris,1,calvin harris,False,False
calvin johnson,1,calvin johnson,False,False
cam,1,cam,False,False
cam'ron,6,cam'ron,False,False
camera obscura,5,camera obscura,False,False
cameron,3,cameron,False,False
camp cope,1,camp cope,False,False
camp lo,2,camp lo,False,False
camper van beethoven,4,camper van beethoven,False,False
can,8,can,False,False
